Kobe Japanese Restaurant|850 110th Ave NE|Bellevue|WA|98004-5147|(425) 451-3888|47.617817|-122.193606
Kouros Kuisine|721 W Main St.|Auburn|WA|98001-5224|(253) 735-2403|47.307711|-122.238103
Kuru Kuru Sushi|11 Bellwether Way|Bellingham|WA|98225-2954|(360) 392-8224|48.754258|-122.496149
Kyoto Japanese Steakhouse|115 N Samish Way|Bellingham|WA|98225-6028|(360) 756-0058|48.73599|-122.469885
La Palma Family Mexican Restaurant|5701 Lakewood Town Ctr. Blvd. SW|Lakewood|WA|98499-3821|(253) 582-8349|47.165038|-122.512333
La Palma Mexican Restaurant|3456 15th Ave. W|Seattle|WA|98119-1602|(206) 284-1001|47.651492|-122.376171
Lanna Thai|7825 Evergreen Way Ste. B|Everett|WA|98203-6427|(425) 438-3888|47.927521|-122.222876
Library Bistro and Bookstore Bar|92 Madison St.|Seattle|WA|98104-1069|(206) 624-3646|47.604536|-122.336663
Lighthouse Bar & Grill|One Bellwether Way|Bellingham|WA|98225-2954|(360) 392-3200|48.754256|-122.496691
Local 360|2234 1st Ave.|Seattle|WA|98121-1615|(206) 441-9360|47.612911|-122.345732
Lola|2000 4th Ave.|Seattle|WA|98121-2415|(206) 441-1430|47.613148|-122.340172
Lombardis|695 NW Gilman Blvd|Issaquah|WA|98027-2434|(425) 391-9097|47.542871|-122.046351
Marcos Restaurant & Lounge|17525 Hwy. 99 Suite A|Lynnwood|WA|98037-3147|(425) 743-6627|47.839982|-122.298841
Masala Bar & Grill|19409 Bothell-Everett Hwy.|Bothell|WA|98012-7114|(425) 481-9000|47.821649|-122.207432
Masala of India Cuisine|539 Northgate Way|Seattle|WA|98125-6106|(206) 417-1118|47.708582|-122.322199
Matador Ballard|2221 NW Market St.|Seattle|WA|98107-4025|(206) 297-2855|47.668682|-122.385148
Matador Redmond|7824 Leary Way NE|Redmond|WA|98052-4337|(425) 883-2855|47.673258|-122.123255
Matador Tacoma|721 Pacific Ave.|Tacoma|WA|98402-5207|(253) 627-7100|47.256369|-122.439294
Matador West Seattle|4546 Calirornia Ave. SW|Seattle|WA|98116|(206) 932-9988|47.57426|-122.394767
Mayan Family Mexican Restaurant|2120 Marvin Rd. NE|Lacey|WA|98516-3868|(360) 456-8222|47.065239|-122.765753
Mayan Family Mexican Restaurant|4520 Pacific Ave. SE|Lacey|WA|98503-1121|(360) 491-8244|47.037647|-122.824923
Mayan Family Mexican Restaurant|4820 Yelm Hwy. SE|Lacey|WA|98503-4988|(360) 456-0818|46.996258|-122.821918
McCarthys Bar & Grille|20610 44th Ave. W|Lynnwood|WA|98036-7701|(425) 582-4251|47.811626|-122.292306
Melrose Grill|819 Houser Way S|Renton|WA|98057-2784|(425) 254-0759|47.47871|-122.206341
Mick Kellys Irish Pub|2019 W Meeker St.|Kent|WA|98032-4216|(253) 856-6425|47.380557|-122.262437
Mick Kellys Irish Pub|435 SW 152nd St.|Burien|WA|98166-2208|(206) 246-2473|47.466821|-122.340181
Mondello|2425 33rd Ave. W|Seattle|WA|98199-3254|(206) 352-8700|47.639827|-122.399662
New Engs Restaurant|25410 104th Ave. SE|Kent|WA|98030-6435|(253) 859-2100|47.374043|-122.202363
Nine O Bar & Grill|14632 SE Eastgate Way|Bellevue|WA|98007-6457|(425) 214-9000|47.579658|-122.144441
North City Bistro & Wine Shop|1520 NE 177th St.|Shoreline|WA|98155-5231|(206) 365-4447|47.757508|-122.312683
OAsian Kitchen|800 5th Ave.|Seattle|WA|98104-1609|(206) 264-1789|47.60518|-122.33053
Pabla Indian Grill|16860 Southcenter Pkwy.|Tukwila|WA|98188|(206) 575-8922|47.451986|-122.262454
Paddy Coynes Irish Pub|1190 Thomas St.|Seattle|WA|98109-5331|(206) 405-1548|47.620823|-122.333311
Paddy Coynes Irish Pub|2801 Alaskan Way|Seattle|WA|98121-1108|(206) 737-8890|47.61447|-122.354098
Paddy Coynes Irish Pub|700 Bellevue Way Suite 100|Bellevue|WA|98004-5047|(425) 453-8080|47.616538|-122.201694
Paddy Coynes Irish Pub|815 Pacific Ave.|Tacoma|WA|98402-5209|(253) 272-6963|47.255935|-122.439185
Pasta Freska Ristorante|1515 Westlake Ave|Seattle|WA|98109-3010|(206) 283-1515|47.633231|-122.340671
Pattys Eggnest|19837 State Rte. 2|Monroe|WA|98272-2352|(360) 794-6940|47.858099|-121.965039
Pegasus Pizza|2770 Alki Ave. SW|Seattle|WA|98116-2812|(206) 932-4849|47.578849|-122.411466
Peppers Mexican Restaurant|114 Cherry St. NE|Olympia|WA|98501-6937|(360) 943-1111|47.045489|-122.895487
Pogacha|120 NW Gilman|Issaquah|WA|98027-2407|(425) 392-5550|47.539009|-122.037855
Ponti Seafood Grill|3014 3rd Ave. N|Seattle|WA|98109-1601|(206) 284-3000|47.647065|-122.351322
Pop Kitchen & Bar|325 5th Ave.|Seattle|WA|98109-4630|(206) 770-2777|47.62108|-122.347594
Poppy|622 Broadway E|Seattle|WA|98102-5026|(206) 324-1108|47.624465|-122.320954
Ports of Call at La Quinta|1425 E 27th St.|Tacoma|WA|98421-2200|(253) 272-6731|47.239422|-122.413016
Primo Grill|601 S Pine St. Suite 102|Tacoma|WA|98405-2761|(253) 383-7000|47.255298|-122.473611
Queen Margherita|3111 W McGraw St.|Seattle|WA|98199-3315|(206) 548-4908|47.639538|-122.39724
Racha Noodle & Thai|13317 NE 175th St.|Woodinville|WA|98072-8503|(425) 481-8833|47.75448|-122.16148
Racha Noodle & Thai|23 Mercer St.|Seattle|WA|98109-4007|(206) 281-8883|47.624562|-122.356337
Racha Thai & Asian Kitchen|1150 Southcenter Pkwy.|Tukwila|WA|98188-2833|(206) 768-8883|47.459406|-122.255534
Rays Boathouse|6049 Seaview Ave. NW|Seattle|WA|98107-2658|(206) 789-3770|47.672515|-122.406202
Rays Cafe|6049 Seaview Ave. NW|Seattle|WA|98107-2658|(206) 789-3770|47.672515|-122.406202
Rays Café|6049 Seaview Ave. NW|Seattle|WA|98107-2658|(206) 789-3770|47.672515|-122.406202
Redmonds Bar & Grill|7979 Leary Way NE|Redmond|WA|98052-3841|(425) 558-9800|47.674689|-122.122444
Reds Wine Bar|321 Ramsay Way|Kent|WA|98032-4539|(253) 277-1852|47.383343|-122.234769
Rikki Rikki|442 Parkplace Ctr.|Kirkland|WA|98033|(425) 828-0707|47.678362|-122.191152
Ristorante Simone|22850 NE 8th St.|Sammamish|WA|98074-7232|(425) 298-4960|47.616595|-122.034674
Rock Salt on Lake Union|1232 Westlake Ave. N|Seattle|WA|98109-3530|(206) 284-1047|47.630777|-122.340996
Rovers|2808 E Madison St.|Seattle|WA|98112-4841|(206) 325-7442|47.623695|-122.295964
Royal Argosy Dining Cruises|Pier 56|Seattle|WA|98101|(206) 623-1445|47.610588|-122.335847
Rumble Fish Sushi Café|20109 Aurora Ave. N|Shoreline|WA|98133-3122|(206) 546-2840|47.774946|-122.346068
Russells|3305 Monte Villa Pkwy.|Bothell|WA|98021-8972|(425) 486-4072|47.778079|-122.189068
Saffron Grill|2132 N Northgate Way|Seattle|WA|98133-9007|(206) 417-0707|47.708676|-122.332619
Saya|8455 S 212th St.|Kent|WA|98031-1950|(253) 395-7987|47.412048|-122.226967
SEAR|7401 164th Ave. NE|Redmond|WA|98052-7829|(425) 864-1459|47.670878|-122.121496
Shawn ODonnells American Grill & Irish Pub|122 128th St. SE|Everett|WA|98208-6336|(425) 338-5700|47.881931|-122.231179
Sip at the Wine Bar & Restaurant|1084 NE Park Dr.|Issaquah|WA|98029-7404|(425) 369-1181|47.543644|-122.015155
SkyCity Restaurant at The Needle|400 Broad St.|Seattle|WA|98109-4607|(800) 937-9582|47.619841|-122.348773
Smash Wine Bar & Bistro|1401 N 45th St|Seattle|WA|98103-6706|(206) 547-3232|47.661372|-122.340488
Snoqualmie Brewery and Taproom|8032 Falls Ave.|Snoqualmie|WA|98065|(425) 831-2357|47.52824|-121.824133
Spencers for Steak & Chops|17620 Pacific Hwy. S|Seattle|WA|98188-4001|(206) 248-7153|47.445155|-122.296182
Sullivans Steakhouse of Washington|621 Union St.|Seattle|WA|98101-2322|(206) 494-4442|47.610248|-122.333288
T.S. McHughs|21 Mercer St.|Seattle|WA|98109-4007|(206) 282-1910|47.624562|-122.356358
Tap House Grill|550 106th Ave. NE #101|Bellevue|WA|98004-5005|(425) 467-1730|47.615039|-122.198919
Taste Restaurant|1300 1st Ave.|Seattle|WA|98101-2003|(206) 903-5291|47.607003|-122.338389
Terrace Garden|1415 Fifth Ave.|Seattle|WA|98101-2313|(206) 971-8000|47.609824|-122.334839
Thai VP Cuisine|15920 NE 8th St.|Bellevue|WA|98008|(425) 502-7115|47.616982|-122.128372
The Big Fat Fish Company|1304 12th St.|Bellingham|WA|98225-7106|(360) 733-2284|48.720034|-122.502227
The Clubhouse at McCormick Woods|5155 McCormick Woods Dr. SW|Port Orchard|WA|98367-9169|(360) 895-0142|47.503448|-122.690269
The Crab Cracker|452 Central Way|Kirkland|WA|98033-6204|(425) 827-8700|47.678584|-122.199571
The Georgian|411 University St.|Seattle|WA|98101-2507|(206) 621-7889|47.608263|-122.334698
The Grape Adventure|12930 SE Kent-Kangley Rd.|Kent|WA|98030-7940|(253) 631-8400|47.35834|-122.167424
The Green Turtle Restaurant|2905 Harborview Dr. NW|Gig Harbor|WA|98335-1910|(253) 851-3167|47.327372|-122.577425
The Grill on Broadway|314 Broadway E.|Seattle|WA|98102-5415|(206) 328-7000|47.62127|-122.320893
The Herbfarm Restaurant|14590 NE 145th St.|Woodinville|WA|98072-6950|(425) 485-5300|47.732835|-122.14673
The Heritage Restaurant|3211 56th St. NW|Gig Harbor|WA|98335-1359|(253) 858-1111|47.30892|-122.582084
The Hunt Club|900 Madison Ave.|Seattle|WA|98104-1234|(206) 343-6156|47.608468|-122.327245
The Majestic Café|2929 Colby Ave.|Everett|WA|98201-4010|(425) 339-2074|47.978819|-122.208611
The MarketPlace Grille|8825 N Harborview Dr.|Gig Harbor|WA|98332-2168|(253) 858-3487|47.339038|-122.590251
The Melting Pot|14 Mercer St.|Seattle|WA|98109-4006|(206) 378-1208|47.624578|-122.356439
The Melting Pot|2121 Pacific Ave.|Tacoma|WA|98402-3003|(253) 535-3939|47.242829|-122.436135
The Melting Pot|302 108th Ave. NE|Bellevue|WA|98004-5707|(425) 646-2744|47.613057|-122.196231
The Olive And Grape|8516 Greenwood Ave N.|Seattle|WA|98103-3614|(206) 724-0272|47.690884|-122.355281
The Rhododendron|1006 Spring St|Seattle|WA|98104-1236|(206) 223-7654|47.609644|-122.326735
Thoas|96 Union St|Seattle|WA|98101-2026|(206) 344-8088|47.607747|-122.339298
Tokyo Steak House|1404 S 320th St.|Federal Way|WA|98003-5341|(253) 839-4352|47.315158|-122.314507
Tokyo Steak House|909 112th Ave. NE|Bellevue|WA|98004-4503|(425) 449-8567|47.618453|-122.190991
Twisted Kilt|109 S Meridian|Puyallup|WA|98371-5917|(253) 604-4791|47.191649|-122.293699
Uncle Si’s Pizza|7729 Center Blvd. SE|Snoqualmie|WA|98065-8930|(425) 396-7975|47.530697|-121.873225
Urban Onion|116 Legion Way|Olympia|WA|98501-1318|(360) 943-9242|47.043217|-122.901132
Varsity Grill|1114 Broadway|Tacoma|WA|98402-3503|(253) 627-1229|47.252774|-122.440004
Via Vita Café & Wine Bar|1032 106th Ave. NE|Bellevue|WA|98004-4350|(425) 449-8917|47.61969|-122.199113
Villa Nuova Ristorante Italiano|17917 Bothell-Everett Hwy.|Bothell|WA|98012-6343|(425) 486-1428|47.835634|-122.211422
Vinces Italian Restaurant & Pizzeria|15223 4th Ave. SW|Burien|WA|98166-2303|(206) 246-1497|47.466588|-122.339235
Vinces Italian Restaurant & Pizzeria|2815 Sunset Blvd. NE|Renton|WA|98056-3105|(425) 226-8180|47.500259|-122.180313
Vinces Italian Restaurant & Pizzeria|32411 Pacific Hwy. S|Federal Way|WA|98003-8501|(253) 839-1496|47.311461|-122.313397
Wabi-Sabi Sushi Bar & Restaurant|4909 Rainier Ave. S|Seattle|WA|98118-1743|(206) 721-0212|47.557711|-122.285
Waterways Cruises|2441 N Northlake Way|Seattle|WA|98103-9124|(206) 223-2060|47.651493|-122.329688
Wilde Rover|111 Central Way|Kirkland|WA|98033-6107|(425) 822-8940|47.676511|-122.20751
Woodman Lodge Steakhouse & Saloon|38601 SE King St.|Snoqualmie|WA|98065-9663|(425) 888-4441|47.528475|-121.826378
